,nutrient00,nutrient02,nutrient03,nutrient04,nutrient05,nutrient06,nutrient07,nutrient08,nutrient09,nutrient10,nutrient11,nutrient12,nutrient13,nutrient15,nutrient16,nutrient18,nutrient19,yield
54,9.67073421681102,4.627093356992523,20.25811133736981,21.22641462281713,19.11115224240838,18.687574289232238,10.320895576584833,9.009666533505332,14.143638157857787,7.6687710435426775,13.66626722881389,10.005129630645873,8.959500115162864,13.598643246904022,16.221072356959485,21.63078435074592,6.718947356196465,42.55831994999335
56,9.357108003696649,2.7424455370763123,14.46079427615939,12.797835242050589,13.31592608945619,16.529639713998037,9.350225700848958,8.184556749977144,17.065324495903354,11.0126804447561,13.714818731525924,7.393684570090851,11.44469311865725,3.2054429808751124,5.9223926333711185,11.706574858322318,14.804089845248463,38.74425044736476
58,13.09006010043257,15.812589980676531,21.459876285617263,7.937817706670801,2.1731217324621976,15.760923641017325,19.510168697199145,9.019597776027997,24.625709459184115,6.555942125104967,9.16000535954762,8.203576315889338,12.729455472911887,6.704479974965899,14.081143904393532,7.071500092814356,2.4532662813902135,40.715030087575556
59,5.7409644405511475,11.316995680825356,10.453764959048202,12.402570406171455,11.79851301134184,19.019663461943686,9.365934555231913,8.742872718733375,14.383811408867896,13.266647594750188,16.853475067246112,9.824385043824352,20.48406159313052,3.4288999499849933,9.888521199811048,6.479742271352943,15.918887128202826,42.672903045514396
61,14.284352070664273,8.662527988709122,10.09114078432782,13.218198411343398,4.126736678615134,16.00920752496904,2.7819346390525155,7.025030220499518,9.284028032251452,8.527023057628542,7.369088947810377,7.756630743423082,14.562248756091451,21.58136437347077,12.118747796612762,16.29807416229122,12.071221611168422,37.111509504580646
62,22.778914337118685,12.591982388305613,22.202716840413565,14.538569633175008,16.007300706477807,16.989762383214952,16.063921947721926,8.486818561981089,3.721193959770691,11.52691916402776,16.80049421577756,8.787176416507645,1.5587744544804174,5.927958815508485,16.743536042868943,18.107100164964862,12.755556767110857,39.72896991667253
63,8.173181434799524,7.51971860683293,5.81559415237374,13.061364725014496,6.0568276201537605,17.77493095010349,28.672135485863997,8.199817672025043,14.67693132945322,18.418400971872966,26.65431678581939,8.242846172422096,11.552214250716856,11.099259744185767,5.89522880294054,5.904102640948777,12.171483335395155,41.24479831675973
64,18.908018236529166,9.396744889429057,10.844863326554407,6.566789849323424,20.22491980105555,15.3476783696702,12.145192509489835,7.600062890303075,16.757661766890983,10.348557762819025,10.946388106562674,7.514275951091385,16.09316353785094,2.745133154112006,14.931354077196104,12.393425119366142,9.361445315962145,40.22064271805301
66,19.31748855410279,6.494381397509591,7.9185236634956295,10.434545944933564,14.90258059661755,16.75090856368153,11.049703918021843,7.411748827659554,13.198422744016618,9.121803350419512,12.697056736752947,7.853981561270987,14.70853099276499,1.9279712851856576,7.905637883892259,7.553037430594214,12.642542326346403,38.605295621089326
68,14.110730465761844,25.731435657256302,13.210885134131146,8.496107274496584,3.13176724301222,16.607583613361342,12.134620899678946,8.890610348859619,14.567555770658187,11.039477951709053,23.105690407181555,8.435854127794482,17.7123637892444,21.737610117086607,1.4152074029852297,15.530126787716096,7.501772276770415,40.673400477080406
69,9.902121324868205,14.091240241798241,13.88738906653851,5.003215536672158,10.969171958035322,16.179635897394174,8.662686919707019,8.867965440423719,3.651062137704086,0.8034911480344284,12.072857449242612,8.467474156354086,9.605509015407687,3.1626491456793335,12.114570587646895,9.337259626471756,19.851411012872887,42.17044655902621
70,17.321006669767783,11.210774005266996,13.965346022227763,19.23443540852446,16.851000712182014,16.60262039468404,18.211554319544,9.457534220030883,6.309781669700114,11.357614016831386,19.836427152714315,9.581452568633875,9.676228610131261,10.45994986651144,13.849237407493586,15.547818161074893,15.774421760937024,43.10085890782228
71,8.833075889243592,1.8768964928516176,20.594239919861252,22.109078465829327,20.566282031875375,17.640867277610955,14.485130098123395,8.36021120699561,5.566865444746706,16.459201750510672,12.746627047693853,9.066523970156934,13.037403109879484,25.565901316331683,12.307314608658578,3.1987953006145524,1.5377692531992562,40.587169136589075
73,11.22040704549361,3.1780916299797806,19.900021417821605,9.858394288032356,7.845670106388411,17.492872197739636,7.227317257867723,8.989002680720704,30.885213755872194,14.293994144295104,7.794629987164927,8.44198104630363,11.474687925286101,11.60276653738229,22.12901279515537,16.59675311272045,13.876530049996983,41.654281485327566
74,12.585905236423978,11.501309647257157,10.630016732450546,11.690193041867632,20.971462828027526,17.642919243466878,24.62037261383844,8.778336322731828,18.813913146417505,5.790691285060587,8.387710817005836,8.9452643308187,11.767462485440014,13.569261704867856,19.732390907769798,19.140230089813194,5.309809607032112,44.00421669008703
75,15.2553383223404,13.39541482070793,6.3184867667655045,15.070432001648568,13.460899090354024,16.582657453956536,11.769528691020913,8.236983217809374,5.580856234365038,11.947589901691268,15.546032025513561,8.395556482993799,14.690916291013375,7.390150673998921,19.95873458743572,23.037422336216313,7.0734213790182405,39.52753978059759
76,12.800631669410773,5.54636643850649,6.412923050184523,11.946492787568713,16.65343414122836,16.005066871493682,21.985546565293518,8.559819228248939,10.675335309990807,7.119101935911282,16.117577806894165,8.089706315331126,15.935345386250246,1.4216967003608296,5.04738337781895,6.336316421915859,8.58783323708987,38.79445207624404
77,14.678147858055432,7.30897987152909,11.117943383584054,9.951412785080956,19.586352531906044,16.003812363053065,17.482707654802336,7.725559380864629,13.01732740072865,3.2759911355230162,12.898940839192912,8.436936788303697,22.98973789098913,4.525046736820858,13.701074997506536,16.944928478325288,11.230375715184506,39.52536367201116
79,6.998324266366804,8.050601948285552,10.649147561717,8.777527597720566,14.840790288563278,17.8771033334594,10.536942778356785,8.016543538305138,22.533907188149342,11.933812061181985,5.701106635168712,8.624881062530122,13.05614736073862,22.142634591509047,5.30745928557052,8.973680202877837,11.495003860651146,40.560697135021655
80,10.60995640803586,17.719073823647964,7.453712538076863,12.041568954889664,18.175765918070717,16.53694043078456,20.081126165034064,7.878818511959916,8.229735464494553,8.840960955446574,3.2956898226763602,8.561864306102407,6.4642909645656745,13.118571317089355,13.264717652667837,11.873943606167098,5.470948394945333,39.47294981681359
81,15.478554166883082,10.685881671607486,10.431650199820387,20.6992289996862,15.236834868854125,20.029499432714793,18.22141139925966,9.670366995780144,9.686905261393742,7.87286857829733,9.825715720637685,9.34470097581074,6.485494428837674,18.191171734347094,14.160755001598462,15.032434300867978,18.230240676263698,45.77542977860748
82,9.325230067975934,8.95835539389419,12.648410228078806,10.233322221213367,14.790888794152131,17.787353230495533,1.4229391902395374,8.240336414369514,13.50978978128919,0.8752553108925518,15.598055313732232,8.809800327763181,11.47954411672483,12.710035717678306,15.54203552710063,9.519585953194717,12.859072258222094,40.14280139260076
83,11.780944657679742,10.952589645520762,14.687086698529999,11.19558956231066,12.809724295066017,16.884173162969056,15.907713449604568,8.218975822531604,12.117940602336416,9.15128699751427,6.207581306547032,8.997438036025565,13.493012966691438,9.760013711557306,19.748085412467304,5.851230197457735,16.76346942228433,40.53949616228894
84,15.09519842007957,16.65500434225082,18.57478214619184,9.391068555076568,12.313762683883558,17.084806272392733,9.766932965689827,9.406740282786307,20.551060645808715,4.692116826799368,15.563305882905393,8.07103331948599,5.111157488899373,21.524575250101336,4.553224048668982,18.870900530404445,7.155336734036103,39.400596903058755
87,19.150707271147493,10.674023755620103,16.16549508840644,8.441012831565573,10.01343733147647,17.080653399422605,10.1079688162626,7.9115355742593705,14.444328965971492,10.649170591774975,2.8720733256515025,7.688425080920293,8.63736752898936,22.987224238192717,13.195229911616995,7.174547443881529,13.220066311479362,40.12767168454762
88,12.610911630864358,10.676969594641012,17.121995547188128,8.5264907859038,13.460225725419457,17.09421757468423,13.877375034369987,7.609749059027034,8.656220341377324,9.620040884271399,2.930909171862874,8.094971565262309,7.994467372772936,25.848620464123904,7.6850803569683475,4.484981125911288,17.441931744304647,39.73546556663085
91,16.694947908326167,10.347926047634783,11.896915524054265,15.522560529492823,6.712415000753777,17.00647094018725,19.748257168798524,8.278867911031018,20.55690305619089,13.192638828465002,5.462191931032415,8.28636114989254,16.652348031886685,7.483098959026428,16.59998442186424,12.334675031629203,18.281892536113947,39.7345222525379
92,18.053499582038253,19.829060842449508,19.014411539084513,15.988483883593018,18.9731365512297,16.11403735820271,12.142499118340396,7.997510404280858,8.651408939936017,6.508967572775596,12.28784261722629,8.63712232923781,8.223458893051777,5.466235832134828,5.724008432351685,14.815895101726667,18.68742226641042,38.84208516227271
96,9.405573454703234,23.26020692422145,9.1134987279574,16.23226726595206,11.009204479062507,16.338000439751113,10.691209397473981,8.929173418204682,10.054998511226653,4.352626304467865,13.66032747811865,8.319167752692811,9.207782872925183,10.754698589477233,14.002771812861864,4.868165021586014,20.16230756406705,39.241411330140224
98,11.201162344336272,21.13817113207665,12.85270725122183,15.125187558955087,12.721650560492694,16.162773797569137,12.577795386848235,8.277983948997507,2.715697643123427,7.6628458729394024,3.907987520283049,9.063151049786368,7.38457827090789,14.717595770560202,9.584742168770482,5.267652138894152,6.170712640471038,40.21128529313567
99,21.82130694130478,25.118004530821537,11.08235777357896,10.191986482277567,11.710570641777217,15.607634237298036,2.9104654269127774,8.317910158864837,24.991572269377283,7.700127741000038,16.701915541700384,8.83619648737407,8.16118028854407,15.650655270445785,13.384895200027266,7.221511787732213,3.802931409899725,37.667249192008036
100,16.9132737801825,8.424504645809689,9.366008819576992,8.117186616741328,17.569394987304566,16.37302734196764,10.24552896605676,8.261568904333762,12.253249032719276,6.326351878785285,10.33563180229763,8.500938483260859,12.224629777668277,14.730986838252004,16.95254308902149,7.7017716201135675,11.07045518365628,40.32909404653976
101,26.74086412951894,15.29264743758867,4.471214490036549,14.90335999869083,5.752402622001242,17.44933727386003,16.575500773606706,8.116312739228425,5.168396828249354,15.558454227873748,17.048004136924234,7.6832596584222275,16.04526346912591,21.53078750025525,6.250863174671877,9.156683508204214,6.632041957264141,39.0129996596355
102,8.541891715666681,16.685363400010292,11.653724683727077,10.76333450999198,6.271608544883791,17.56737954293321,16.06951328851678,8.844508815295622,19.506443873311905,2.8139913220417636,6.035242167927053,8.571728935627581,10.560980254020714,8.826469794214681,21.02865585742073,9.748372400285414,16.15355534206835,40.64725997656137
104,7.829953719868719,10.48341647508213,15.893826753200877,19.886818846104397,6.044980565842271,17.289185909219533,4.629369864814322,7.932825279455679,15.197497571116353,11.103354836750603,13.170768456055239,8.262671181300258,13.553455898249634,7.321799716716424,6.062726293522788,10.460604303119144,12.82122328748622,40.096117436694655
105,13.70338331553672,16.340420406131805,16.0768855374877,18.90733214661953,17.314344122263993,16.185006597031922,13.235696333967883,8.30599822419966,14.19549810070029,17.83959093543593,10.443609323272856,8.034693366216464,9.333272714667737,9.5005729207833,4.837147322587498,4.985164180319745,15.699583394170121,38.796177836166294
109,3.0924352366575594,11.003948125054848,8.038192639914424,5.571341553655432,17.612839525002883,17.675316460655665,0.31026351302501354,8.165789497311062,7.856778696443022,9.609104463175255,2.6098855615742433,8.43938961116733,7.170947238913142,14.268165625839503,5.942744994553608,8.672612064514338,14.127640538072603,42.386792546413034
110,4.2955945682239545,12.2837905801108,12.25860306673697,7.028687187834673,8.725318606049193,17.560184412621467,19.548761619811955,9.332457168664712,4.021762971978109,14.690157144313188,8.99963256865328,8.60986951284815,21.622263146682187,12.215575968029476,13.399906115396035,6.392908694941717,2.8645828903380792,40.411576432548394
111,6.442176285667337,8.536271425109081,15.896236959255264,1.7215657143537424,17.25679642725043,17.583386045591233,14.164118540458123,9.09872009322547,0.0028234438644236803,20.400281964225798,9.233771061120041,8.435827100442745,16.452056988124085,17.89357320008432,26.33643333313198,24.280351776332637,21.77261438817007,40.20998244324083
112,9.817195050031614,17.50283512383838,13.968283466365499,16.257961893808094,2.5379650602540273,16.867832939217017,2.9536300574602787,8.599667128173703,2.9135341312216863,4.158986279319075,12.582348091150592,8.685490236833386,15.096754079691982,4.602051095178688,5.498010507469138,9.999010599554104,23.126240174433278,39.25129274717598
113,4.7444960210755855,13.392674371650758,10.535561308219117,15.872294843478501,7.501044641701849,18.09290816938815,7.216700603642815,8.294082299417603,18.56787541859483,13.65228926059173,16.57228813271128,8.144116169576588,4.489584014457801,22.609293144271142,13.875919667589754,8.701009378505752,6.73320687554917,40.48510343703631
115,3.192839105981907,6.689501955070904,13.872956671971773,5.471169567076282,2.850069313144946,14.787633343220843,5.292871695597556,6.575893476292555,0.5911657842123947,6.278264352431867,8.679004298339773,6.9069174969299185,8.674872800949725,5.6418523860369705,18.46236192870287,7.551000713504147,4.410168975924311,36.24211049655588
116,17.941042518973628,10.07343220242804,7.030341004808187,11.130928580483163,0.8120544879710998,17.43686459475314,7.152507480850517,8.654966000213104,10.400872839958517,7.43116055402745,5.547348397200097,8.478777900981298,17.45552787743524,14.642375875341388,18.130471617740636,4.967044976182031,7.771176724722556,40.88465801268434
118,3.0767976569778597,11.773535544997042,9.64256830942264,10.687070077170258,18.296052574929448,18.173851555248827,7.135754689414506,9.234132390621424,6.605175123735003,13.42636250192713,16.908794051454166,8.472578568410695,20.516105208435054,17.565493373127268,7.864795379259585,14.555579621139398,6.159983139793816,42.433298451649115
119,19.406050406170017,8.674810012269575,14.167867667722188,18.533081371287047,15.253783713410487,17.408776489988345,1.215018891197607,7.699729656084809,15.359197496239272,6.6659917571334475,11.66767597448816,8.951797208657801,7.498228649861051,16.799986039349058,11.029160312374525,14.003071731540297,8.08475369135445,41.92096857466141
120,4.000174229063386,12.728604678911468,3.7635171110915806,11.931711907785262,2.753479933705373,17.268723311118304,4.430264624444428,9.022890249181449,14.829155567609394,2.606502718130958,6.746927495429862,9.055815358249953,1.6846056813285024,13.060788624285053,10.499726451377327,7.098352385264803,10.041059281185424,43.38395295172047
121,14.529913467067633,13.790225949427315,8.943649567154871,16.318687339746496,25.552134149610275,16.67140770591833,6.715610161710066,8.173257788398745,14.322166442124242,16.49484851723936,14.446992657342463,8.075387471073855,4.761298022643876,11.10418753239132,13.279983255140003,6.875337561071938,4.152472780559189,38.94204331351451
126,13.784415045682499,9.916976459005452,7.016360903760864,12.218037063519212,12.751586083631896,16.94895679187725,14.503117091747455,9.823013252260607,15.211474149828508,15.046805069851406,11.78179580148249,8.911967968077128,11.655681090473163,26.410664735078086,10.984073460948977,12.34826403787101,13.679822396722908,42.4445538524828
127,4.101752138605303,15.306779091018598,12.604201273926407,6.214111655160421,8.035037519397152,15.959361766527612,7.061595402868557,8.205004158010656,7.43942414232747,22.310702027246037,24.890527746286594,8.28885634199957,14.535963345900585,8.122931553813913,6.732404367074077,16.20045258359429,3.1610447126540713,38.24727399721037
129,16.944000718702036,19.009209717347606,14.73081727683559,13.336824641084865,7.954300229886902,17.857396828572274,5.857896204647843,8.441286148332987,13.375955666036361,2.307049020604275,8.84062456696129,8.65507330895778,13.134011664484547,25.148907584049613,11.058774019722055,8.388553450342847,2.8431083515821953,41.734286313901165
132,16.122917960839317,21.04677426573942,17.996403455524714,14.771878986053398,14.191434977823608,19.426755552240447,12.589443136066986,9.584740721479744,18.303622529338163,12.36566227311613,18.020541480249527,9.569261610987303,11.226828378341974,18.068596123608316,9.820719222818942,18.18615777136477,20.925426282592575,44.98676517808715
134,11.76720267132126,9.067807183255177,5.999055471434474,17.687182918667723,17.13917817355759,16.668198817422365,15.939818301371966,7.324577536020402,8.278828438738067,14.428263094873973,14.527007472289164,7.32816091634024,23.49792932328848,10.203391634218791,7.824818738277111,7.163013316607893,21.54856246184223,39.11049778824174
135,6.827595522742746,17.449492009398966,11.122894039881263,14.542959353678263,16.58491494826292,16.194730360305993,7.482503214930036,7.432925756227679,9.248850771778873,7.5050460209370495,10.036631049826692,7.584215437063866,5.63755866875851,6.235007311793421,3.5131221648956465,11.96754376143576,2.997020789060419,36.689531082056355
137,13.954568800477356,11.42267562216357,17.3972609194798,0.7586583177162893,19.202232417461623,15.928048025282664,8.531151873628826,8.660529721948436,11.349549158062441,6.959091433711328,11.70971644618953,7.7426158254247515,12.292929588203373,4.535387200562342,10.063806398514032,16.792946219621854,3.470754268787612,39.28628359344867
139,15.910913514724658,2.4244462043387163,5.5131249112443435,16.5867290536113,15.102710464134967,18.24361875789088,11.868040356695143,9.896890544778923,16.78395330013153,7.359877369107521,15.136745075941036,8.37283259104938,8.747603022082247,15.58656336050608,12.480534247855585,17.487348767973405,23.642435220121463,42.46491284535277
140,12.053061705047517,9.233935494814077,20.00226744012737,10.975069777507253,10.994236893739648,17.714005255030475,9.22786464782734,7.996664509463066,12.16140657390544,13.636743583353113,12.762881280735334,8.292582189210922,12.847029641070751,19.62057437261985,11.517882079504053,6.023301785685447,8.486111597421058,42.48463528533745
141,6.4077202820584915,0.3852942594895694,9.680175488640447,5.389220158291603,8.062902446119418,16.34890851298721,12.491467088257748,8.297819010988462,10.475018368468142,18.75533482736882,5.625378937530481,8.04414782344064,14.014453925765512,12.650666857391835,13.653041816222101,8.40168171860157,10.924093536813444,40.98475881425345
